date,deal_type,target,acquirer,title,url
2024-12-17,acquisition,Speed JVco S.à r.l. (Target),Ramon Investments Pte,CCI approves the acquisition of certain stake of Speed JVco S.à r.l. (Target) by Ramon Investments Pte. Ltd. (Acquirer),https://pib.gov.in/PressReleasePage.aspx?PRID=2085409
2024-12-10,acquisition,Thyssenkrupp Electrical Steel India Private Limited,Jsquare Electrical Steel Nashik Private Limited,CCI approves the proposed acquisition of Thyssenkrupp Electrical Steel India Private Limited by Jsquare Electrical Steel Nashik Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2082972
2024-12-10,acquisition,shareholding in India Business Excellence Fund – IV,VVDN Technologies Private Limited,CCI approves the acquisition of shareholding in India Business Excellence Fund – IV by VVDN Technologies Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2082975
2024-12-10,acquisition,Covestro AG,Abu Dhabi National Oil Company,CCI approves acquisition of Covestro AG by Abu Dhabi National Oil Company,https://pib.gov.in/PressReleasePage.aspx?PRID=2082973
2024-12-10,acquisition,"Bagmane Developers Private Limited and Bagmane Rio Private Limited (collectively, Target Entities)",BREP Asia III India Holding Co VIII Pte,"CCI approves the acquisition of certain stake in Bagmane Developers Private Limited and Bagmane Rio Private Limited (collectively, Target Entities) by BREP Asia III India Holding Co VIII Pte. Ltd. (Acquirer)",https://pib.gov.in/PressReleasePage.aspx?PRID=2082976
2024-12-03,acquisition,Shiprocket Private Limited,KDT Venture Holdings,"CCI approves the acquisition of certain shareholding in Shiprocket Private Limited by KDT Venture Holdings, LLC",https://pib.gov.in/PressReleasePage.aspx?PRID=2080290
2024-12-03,acquisition,Shiprocket Private Limited,MUFG Bank,"CCI approves the acquisition of certain shareholding of Shiprocket Private Limited by MUFG Bank, Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2080293
2024-11-26,acquisition,"standard unsecured personal loans portfolio of Standard Chartered Bank, India Branch",Kotak Mahindra Bank Limited,"CCI approves the proposed combination involving the acquisition of standard unsecured personal loans portfolio of Standard Chartered Bank, India Branch by Kotak Mahindra Bank Limited.",https://pib.gov.in/PressReleasePage.aspx?PRID=2077667
2024-11-26,acquisition,shares in Rebel Foods Private Limited,Jongsong Investments Pte,CCI approves the proposed acquisition of shares in Rebel Foods Private Limited by Jongsong Investments Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2077669
2024-11-26,acquisition,additional securities of DMI Finance Private Limited,MUFG Bank,"CCI approves the acquisition of additional securities of DMI Finance Private Limited by MUFG Bank, Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2077668
2024-11-05,acquisition,shares of STT GDC Pte. Ltd,Ruby Asia Holdings II Pte,CCI approves acquisition of shares of STT GDC Pte. Ltd by Ruby Asia Holdings II Pte. Ltd. and Singtel Interactive Pte. Ltd. subject to compliance of certain voluntary commitments submitted by the parties,https://pib.gov.in/PressReleasePage.aspx?PRID=2070984
2024-10-29,acquisition,"Thoughtworks Holding, Inc.",AP Funds and Temasek,"CCI approves the proposed combination involving acquisition of additional shareholding in Thoughtworks Holding, Inc. by AP Funds and Temasek",https://pib.gov.in/PressReleasePage.aspx?PRID=2069427
2024-10-22,acquisition,Aavas Financiers Limited,Aquilo House Pte,CCI approves the proposed acquisition of Aavas Financiers Limited by Aquilo House Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2067175
2024-10-15,acquisition,Future Generali India Insurance,Central Bank of India,CCI approves the proposed acquisition of 24.91% shareholding in Future Generali India Insurance by Central Bank of India,https://pib.gov.in/PressReleasePage.aspx?PRID=2065078
2024-10-09,acquisition,42.99% of the total paid up share capital of JM Financial Credit Solutions Limited,JM Financial Limited,CCI approves acquisition of 42.99% of the total paid up share capital of JM Financial Credit Solutions Limited by JM Financial Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2063390
2024-10-02,acquisition,Bharat Serums and Vaccines Limited,Mankind Pharma Ltd,CCI approves acquisition of Bharat Serums and Vaccines Limited by Mankind Pharma Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2061070
2024-09-24,acquisition,shares of Home Credit India Finance Private Limited,TVS Holdings Ltd,"CCI approves acquisition of shares of Home Credit India Finance Private Limited by TVS Holdings Ltd., STPL Trading and Services Private Limited and PI Opportunities Fund-II and acquisition of shares of STPL Trading and S...",https://pib.gov.in/PressReleasePage.aspx?PRID=2060280
2024-08-20,acquisition,shareholding in Shriram Housing Finance Limited,Mango Crest Investment Ltd,CCI approves acquisition of shareholding in Shriram Housing Finance Limited by Mango Crest Investment Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2047064
2024-08-20,acquisition,shareholding in each of Invesco Asset Management (India) Private Limited and Invesco Trustee Private Limited,IndusInd International Holdings Limited,Commission approves acquisition of shareholding in each of Invesco Asset Management (India) Private Limited and Invesco Trustee Private Limited by IndusInd International Holdings Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2047065
2024-08-07,acquisition,"100% equity stake, management and control in 12 special purpose vehicles of PNC Infratech Limited and PNC Infra Holdings",Highway Infrastructure Trust,"CCI approves acquisition of 100% equity stake, management and control in 12 special purpose vehicles of PNC Infratech Limited and PNC Infra Holdings by Highway Infrastructure Trust",https://pib.gov.in/PressReleasePage.aspx?PRID=2042791
2024-08-07,acquisition,100% of share capital of ATC Telecom Infrastructure Private Limited,Data Infrastructure Trust and certain inter-connected transactions,CCI approves acquisition of 100% of share capital of ATC Telecom Infrastructure Private Limited by Data Infrastructure Trust and certain inter-connected transactions,https://pib.gov.in/PressReleasePage.aspx?PRID=2042796
2024-07-30,acquisition,Viterra,Bunge,CCI approves acquisition of 100% share capital of Viterra by Bunge,https://pib.gov.in/PressReleasePage.aspx?PRID=2039227
2024-07-30,acquisition,equity shares of Mangalore Chemicals & Fertilizers Limited,Zuari Maroc Phosphates Private Limited,CCI approves amalgamation of Mangalore Chemicals & Fertilizers with Paradeep Phosphates Limited and acquisition of equity shares of Mangalore Chemicals & Fertilizers Limited by Zuari Maroc Phosphates Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2039229
2024-07-18,acquisition,Arjas Steel Private Limited and Arjas Modern Steel Private Limited,Sandur Manganese & Iron Ores Limited and BAG Holdings Private Limited,CCI approves indirect controlling acquisition of Arjas Steel Private Limited and Arjas Modern Steel Private Limited by Sandur Manganese & Iron Ores Limited and BAG Holdings Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2034120
2024-07-18,acquisition,ordinary shares of Berhyanda and Berhyanda MidCo,Platinum Poppy,CCI approves acquisition of ordinary shares of Berhyanda and Berhyanda MidCo by Platinum Poppy,https://pib.gov.in/PressReleasePage.aspx?PRID=2034123
2024-06-25,acquisition,Cigniti,Coforge,CCI approves acquisition of certain equity shares of Cigniti by Coforge,https://pib.gov.in/PressReleasePage.aspx?PRID=2028642
2024-06-25,acquisition,Sneha Farms Private Limited,Mitsui & Co,"CCI approves acquisition of certain equity shares of Sneha Farms Private Limited by Mitsui & Co., Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2028645
2024-06-11,acquisition,TVS Certified Private Limited and TVS Vehicle Mobility Solution Private Limited,Mitsubishi Corporation,CCI approves acquisition of certain equity stake of TVS Certified Private Limited and TVS Vehicle Mobility Solution Private Limited by Mitsubishi Corporation,https://pib.gov.in/PressReleasePage.aspx?PRID=2024369
2024-06-11,acquisition,"Global Infrastructure Management, LLC",BlackRock Funding,"CCI approves acquisition of Global Infrastructure Management, LLC by BlackRock Funding, Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2024371
2024-05-07,acquisition,Sikkim Urja Limited (formerly Teesta Urja Limited),Greenko Energies Private Limited,CCI approves acquisition of additional shares in Sikkim Urja Limited (formerly Teesta Urja Limited) by Greenko Energies Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2019893
2024-04-30,acquisition,15.43% shareholding,Sanyo Special Steel Co,CCI approves acquisition of 15.43% shareholding by Sanyo Special Steel Co. Ltd. in Sanyo Special Steel Manufacturing India Private Limited from Mitsui & Co. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2019229
2024-04-16,acquisition,stake in PAMP Technologies (India) Private Limited and MMTC PAMP India Private Limited,PAMP Ventures SA,CCI approves acquisition of stake in PAMP Technologies (India) Private Limited and MMTC PAMP India Private Limited by PAMP Ventures SA,https://pib.gov.in/PressReleasePage.aspx?PRID=2018076
2024-04-02,acquisition,Annapurna Finance Private Limited and subscription to its certain debentures,Piramal Alternatives Trust,CCI approves acquisition of 10.39% shareholding of Annapurna Finance Private Limited and subscription to its certain debentures by Piramal Alternatives Trust,https://pib.gov.in/PressReleasePage.aspx?PRID=2016984
2024-03-26,acquisition,Lanco Amarkantak Power Limited,Adani Power Limited,CCI approves 100% acquisition of Lanco Amarkantak Power Limited by Adani Power Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2016413
2024-03-19,acquisition,Shriram Investment Holdings Private Limited,Shriram Ownership Trust,CCI approves acquisition of certain shareholding of Shriram Investment Holdings Private Limited by Shriram Ownership Trust.,https://pib.gov.in/PressReleasePage.aspx?PRID=2015578
2024-03-19,acquisition,Kesoram Cement Business from Kesoram Industries Limited,UltraTech Cement Limited,CCI approves acquisition of Kesoram Cement Business from Kesoram Industries Limited by UltraTech Cement Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2015579
2024-03-12,acquisition,stake in Asian Institute of Nephrology and Urology Private Limited,TPG Growth V SF Markets Pte,CCI approves acquisition of stake in Asian Institute of Nephrology and Urology Private Limited by TPG Growth V SF Markets Pte. Ltd. and Waverly Pte. Ltd. through Asia Healthcare Holdings Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2013929
2024-02-20,acquisition,up to 8.79% (approx.) of equity share capital of Pricol Limited,Minda Corporation Limited,CCI approves acquisition of up to 8.79% (approx.) of equity share capital of Pricol Limited by Minda Corporation Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2007471
2024-02-13,acquisition,Coastal Energen Private Limited,Dickey Alternative Investment Trust and Adani Power Limited,CCI approves acquisition of 100% shareholding of Coastal Energen Private Limited by Dickey Alternative Investment Trust and Adani Power Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2005804
2024-02-06,acquisition,70% stake,Zurich Insurance Company Ltd,CCI approves acquisition of 70% stake by Zurich Insurance Company Ltd. in Kotak Mahindra General Insurance Company Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2003315
2024-01-31,acquisition,API Holdings Limited,Naspers Ventures B,CCI approves acquisition of additional shares of API Holdings Limited by Naspers Ventures B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2000725
2024-01-24,acquisition,Wistron Infocomm Manufacturing (India) Private Limited,Tata Electronics Private Limited,CCI approves 100% acquisition of Wistron Infocomm Manufacturing (India) Private Limited by Tata Electronics Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=1999115
2024-01-24,acquisition,up to ~38% of share capital of MG Motor India Private Limited,JSW Ventures Singapore Pte,CCI approves acquisition of up to ~38% of share capital of MG Motor India Private Limited by JSW Ventures Singapore Pte. Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=1999118
